V01301 V04001 V04002 V04003 V12001_701 V13003_701
59758 2019 1 12 21.8000 91.0000 
59758 2019 1 13 22.0000 88.3000 
59758 2019 1 14 21.8000 85.0000 
59758 2019 1 15 21.3000 84.5000 
59758 2019 1 16 17.3000 87.3000 
59758 2019 1 17 15.6000 88.3000 
59758 2019 1 18 18.9000 82.0000 
59758 2019 1 19 21.1000 86.5000 
59758 2019 1 20 21.0000 87.8000 
59758 2019 1 21 18.3000 83.3000 
59758 2019 1 22 16.3000 78.0000 
59758 2019 1 23 17.1000 75.5000 
59758 2019 1 24 20.1000 71.8000 
59758 2019 1 25 19.7000 85.8000 
59758 2019 1 26 19.1000 84.0000 
59758 2019 1 27 18.9000 83.5000 
59758 2019 1 28 20.3000 87.5000 
59758 2019 1 29 21.9000 78.0000 
59758 2019 1 30 21.5000 79.5000 
59758 2019 1 31 21.2000 84.5000 
59758 2019 2 1 19.3000 86.8000 
59838 2018 2 1 12.8000 68.3000 
59838 2018 2 2 14.6000 70.3000 
59838 2018 2 3 13.7000 60.3000 
59838 2018 2 4 15.5000 58.5000 
59838 2018 2 5 13.4000 58.3000 
59838 2018 2 6 13.4000 51.8000 
59838 2018 2 7 15.0000 67.0000 
59838 2018 2 8 15.5000 64.0000 
59838 2018 2 9 18.1000 73.8000 
59838 2018 2 10 19.3000 79.5000 
59838 2018 2 11 18.1000 82.5000 
59838 2018 2 12 18.4000 76.0000 
59838 2018 2 13 18.7000 69.3000 
59838 2018 2 14 19.6000 77.8000 
59838 2018 2 15 20.2000 80.3000 
59838 2018 2 16 20.7000 80.0000 
59838 2018 2 17 20.9000 87.0000 
59838 2018 2 18 21.9000 83.3000 
59838 2018 2 19 22.1000 88.5000 
59838 2018 2 20 22.6000 87.8000 
59838 2018 2 21 22.2000 89.8000 
59838 2018 2 22 20.6000 90.0000 
59838 2018 2 23 18.5000 84.8000 
59838 2018 2 24 19.9000 89.0000 
59838 2018 2 25 20.5000 90.0000 
59838 2018 2 26 22.2000 84.8000 
59838 2018 2 27 23.8000 79.5000 
59838 2018 2 28 23.2000 81.8000 
59838 2018 3 1 24.8000 81.3000 
59838 2018 3 2 24.4000 83.5000 
59838 2018 3 3 27.1000 75.3000 
59838 2018 3 4 27.8000 69.5000 
59838 2018 3 5 25.8000 82.8000 
59838 2018 3 6 24.5000 86.5000 
59838 2018 3 7 25.8000 81.3000 
59838 2018 3 8 18.6000 86.0000 
59838 2018 3 9 17.3000 70.0000 
59838 2018 3 10 19.1000 68.8000 
59838 2018 3 11 21.7000 70.8000 
59838 2018 3 12 22.3000 73.0000 
59838 2018 3 13 22.6000 77.8000 
59838 2018 3 14 22.1000 87.5000 
59838 2018 3 15 23.5000 80.3000 
59838 2018 3 16 23.7000 80.3000 
59838 2018 3 17 24.8000 79.0000 
59838 2018 3 18 24.2000 79.5000 
59838 2018 3 19 24.8000 82.0000 
59838 2018 3 20 22.0000 79.3000 
59838 2018 3 21 20.6000 73.3000 
59838 2018 3 22 20.9000 61.8000 
59838 2018 3 23 22.3000 74.3000 
59838 2018 3 24 22.7000 76.0000 
59838 2018 3 25 24.0000 76.5000 
59838 2018 3 26 23.8000 81.0000 
59838 2018 3 27 23.8000 83.0000 
59838 2018 3 28 24.2000 79.5000 
59838 2018 3 29 24.6000 76.3000 
59838 2018 3 30 25.2000 77.3000 
59838 2018 3 31 24.7000 82.3000 
59838 2018 4 1 24.2000 80.8000 
59838 2018 4 2 24.5000 80.8000 
59838 2018 4 3 25.2000 77.0000 
59838 2018 4 4 25.8000 76.8000 
59838 2018 4 5 25.6000 75.5000 
59838 2018 4 6 23.8000 81.0000 
59838 2018 4 7 16.6000 81.8000 
59838 2018 4 8 19.6000 67.3000 
59838 2018 4 9 22.0000 74.0000 
59838 2018 4 10 24.6000 75.8000 
59838 2018 4 11 26.2000 76.0000 
59838 2018 4 12 27.4000 75.0000 
59838 2018 4 13 29.1000 66.0000 
59838 2018 4 14 28.3000 68.0000 
59838 2018 4 15 24.0000 83.5000 
59838 2018 4 16 22.8000 85.0000 
59838 2018 4 17 23.3000 79.8000 
59838 2018 4 18 23.3000 87.8000 
59838 2018 4 19 26.0000 83.5000 
59838 2018 4 20 27.0000 79.0000 
59838 2018 4 21 27.4000 79.5000 
59838 2018 4 22 27.9000 73.0000 
59838 2018 4 23 29.0000 71.5000 
59838 2018 4 24 27.9000 81.0000 
59838 2018 4 25 27.0000 85.3000 
59838 2018 4 26 27.7000 81.5000 
59838 2018 4 27 26.8000 84.0000 
59838 2018 4 28 27.2000 81.0000 
59838 2018 4 29 26.6000 85.3000 
59838 2018 4 30 27.3000 86.3000 
59838 2018 5 1 28.5000 78.8000 
59838 2018 5 2 29.3000 78.0000 
59838 2018 5 3 28.5000 82.3000 
59838 2018 5 4 28.2000 81.5000 
59838 2018 5 5 28.8000 74.5000 
59838 2018 5 6 29.6000 72.8000 
59838 2018 5 7 30.5000 71.5000 
59838 2018 5 8 31.5000 66.0000 
59838 2018 5 9 30.3000 74.3000 
59838 2018 5 10 29.7000 78.3000 
59838 2018 5 11 29.8000 69.0000 
59838 2018 5 12 29.6000 71.8000 
59838 2018 5 13 29.8000 74.5000 
59838 2018 5 14 29.4000 72.5000 
59838 2018 5 15 29.9000 67.0000 
59838 2018 5 16 30.6000 63.0000 
59838 2018 5 17 30.8000 65.0000 
59838 2018 5 18 30.4000 72.0000 
59838 2018 5 19 30.2000 71.5000 
59838 2018 5 20 30.3000 71.5000 
59838 2018 5 21 29.9000 70.3000 
59838 2018 5 22 30.1000 71.0000 
59838 2018 5 23 29.7000 75.3000 
59838 2018 5 24 30.3000 71.0000 
59838 2018 5 25 30.9000 66.0000 
59838 2018 5 26 31.4000 68.3000 
59838 2018 5 27 30.7000 70.0000 
59838 2018 5 28 29.8000 75.8000 
59838 2018 5 29 30.8000 73.5000 
59838 2018 5 30 30.1000 71.3000 
59838 2018 5 31 30.4000 72.5000 
59838 2018 6 1 30.3000 76.8000 
59838 2018 6 2 30.1000 74.5000 
59838 2018 6 3 29.7000 77.8000 
59838 2018 6 4 28.6000 83.8000 
59838 2018 6 5 27.6000 88.0000 
59838 2018 6 6 27.2000 88.5000 
59838 2018 6 7 28.2000 83.5000 
59838 2018 6 8 28.9000 85.8000 
59838 2018 6 9 29.5000 83.8000 
59838 2018 6 10 29.3000 83.3000 
59838 2018 6 11 30.0000 78.0000 
59838 2018 6 12 30.5000 76.5000 
59838 2018 6 13 30.2000 78.5000 
59838 2018 6 14 29.2000 84.0000 
59838 2018 6 15 28.6000 84.5000 
59838 2018 6 16 27.9000 88.5000 
59838 2018 6 17 27.1000 88.3000 
59838 2018 6 18 29.0000 77.8000 
59838 2018 6 19 30.4000 70.0000 
59838 2018 6 20 31.0000 68.3000 
59838 2018 6 21 31.0000 69.5000 
59838 2018 6 22 31.2000 69.3000 
59838 2018 6 23 31.4000 66.5000 
59838 2018 6 24 31.1000 67.0000 
59838 2018 6 25 30.8000 65.5000 
59838 2018 6 26 27.9000 76.0000 
59838 2018 6 27 28.6000 76.0000 
59838 2018 6 28 28.9000 79.8000 
59838 2018 6 29 30.1000 77.8000 
59838 2018 6 30 30.9000 70.3000 
59838 2018 7 1 31.5000 68.8000 
59838 2018 7 2 31.6000 69.8000 
59838 2018 7 3 31.4000 69.8000 
59838 2018 7 4 31.4000 68.8000 
59838 2018 7 5 31.5000 69.3000 
59838 2018 7 6 31.6000 68.5000 
59838 2018 7 7 31.0000 70.0000 
59838 2018 7 8 29.6000 75.0000 
59838 2018 7 9 29.4000 77.0000 
59838 2018 7 10 28.8000 83.8000 
59838 2018 7 11 27.3000 87.5000 
59838 2018 7 12 27.9000 89.3000 
59838 2018 7 13 27.8000 87.5000 
59838 2018 7 14 27.8000 83.3000 
59838 2018 7 15 26.6000 94.3000 
59838 2018 7 16 26.4000 93.8000 
59838 2018 7 17 27.1000 90.0000 
59838 2018 7 18 27.2000 89.5000 
59838 2018 7 19 28.0000 86.3000 
59838 2018 7 20 28.3000 83.3000 
59838 2018 7 21 27.9000 85.5000 
59838 2018 7 22 26.4000 93.5000 
59838 2018 7 23 26.1000 95.5000 
59838 2018 7 24 28.4000 84.3000 
59838 2018 7 25 29.2000 79.0000 
59838 2018 7 26 28.8000 76.8000 
59838 2018 7 27 26.9000 84.0000 
59838 2018 7 28 27.0000 82.3000 
59838 2018 7 29 27.2000 84.0000 
59838 2018 7 30 28.5000 76.0000 
59838 2018 7 31 29.0000 73.8000 
59838 2018 8 1 29.4000 75.0000 
59838 2018 8 2 29.7000 76.0000 
59838 2018 8 3 29.7000 75.5000 
59838 2018 8 4 30.1000 74.8000 
59838 2018 8 5 29.8000 76.5000 
59838 2018 8 6 29.9000 76.5000 
59838 2018 8 7 29.2000 80.5000 
59838 2018 8 8 29.9000 79.0000 
59838 2018 8 9 27.4000 87.8000 
59838 2018 8 10 26.1000 94.3000 
59838 2018 8 11 27.6000 87.8000 
59838 2018 8 12 27.5000 89.3000 
59838 2018 8 13 28.1000 89.8000 
59838 2018 8 14 27.8000 88.8000 
59838 2018 8 15 26.8000 92.8000 
59838 2018 8 16 26.8000 93.5000 
59838 2018 8 17 28.9000 76.5000 
59838 2018 8 18 28.8000 79.3000 
59838 2018 8 19 28.7000 82.0000 
59838 2018 8 20 29.0000 80.5000 
59838 2018 8 21 29.6000 80.5000 
59838 2018 8 22 29.5000 83.0000 
59838 2018 8 23 29.6000 80.5000 
59838 2018 8 24 29.2000 83.0000 
59838 2018 8 25 27.5000 89.8000 
59838 2018 8 26 27.3000 90.0000 
59838 2018 8 27 25.9000 92.5000 
59838 2018 8 28 27.2000 87.5000 
59838 2018 8 29 27.9000 87.0000 
59838 2018 8 30 28.8000 77.3000 
59838 2018 8 31 30.5000 64.0000 
59838 2018 9 1 29.5000 76.5000 
59838 2018 9 2 29.4000 77.8000 
59838 2018 9 3 29.2000 77.3000 
59838 2018 9 4 29.2000 80.3000 
59838 2018 9 5 29.2000 81.3000 
59838 2018 9 6 29.5000 81.0000 
59838 2018 9 7 29.3000 81.3000 
59838 2018 9 8 26.1000 90.5000 
59838 2018 9 9 26.8000 84.5000 
59838 2018 9 10 27.3000 83.8000 
59838 2018 9 11 27.6000 81.8000 
59838 2018 9 12 28.0000 83.0000 
59838 2018 9 13 28.2000 81.0000 
59838 2018 9 14 28.2000 84.5000 
59838 2018 9 15 28.0000 87.0000 
59838 2018 9 16 29.3000 84.8000 
59838 2018 9 17 28.2000 88.3000 
59838 2018 9 18 28.6000 84.0000 
59838 2018 9 19 28.6000 82.0000 
59838 2018 9 20 28.6000 79.5000 
59838 2018 9 21 28.2000 81.3000 
59838 2018 9 22 28.7000 80.3000 
59838 2018 9 23 28.8000 81.8000 
59838 2018 9 24 29.0000 79.8000 
59838 2018 9 25 28.6000 82.0000 
59838 2018 9 26 29.1000 79.8000 
59838 2018 9 27 29.3000 77.3000 
59838 2018 9 28 28.2000 80.0000 
59838 2018 9 29 26.6000 78.5000 
59838 2018 9 30 26.7000 74.0000 
59838 2018 10 1 28.0000 64.8000 
59838 2018 10 2 28.5000 60.3000 
59838 2018 10 3 28.0000 64.5000 
59838 2018 10 4 27.6000 65.8000 
59838 2018 10 5 26.9000 70.0000 
59838 2018 10 6 27.1000 62.0000 
59838 2018 10 7 27.4000 67.3000 
59838 2018 10 8 27.1000 74.3000 
59838 2018 10 9 28.1000 77.8000 
59838 2018 10 10 26.9000 81.8000 
59838 2018 10 11 25.5000 77.5000 
59838 2018 10 12 26.2000 75.8000 
59838 2018 10 13 26.7000 75.0000 
59838 2018 10 14 27.4000 79.5000 
59838 2018 10 15 28.3000 78.8000 
59838 2018 10 16 27.3000 85.0000 
59838 2018 10 17 27.3000 83.5000 
59838 2018 10 18 26.8000 84.5000 
59838 2018 10 19 26.9000 87.5000 
59838 2018 10 20 27.3000 84.5000 
59838 2018 10 21 27.6000 84.5000 
59838 2018 10 22 27.5000 86.0000 
59838 2018 10 23 27.4000 83.0000 
59838 2018 10 24 27.8000 79.5000 
59838 2018 10 25 28.2000 78.5000 
59838 2018 10 26 28.0000 81.3000 
59838 2018 10 27 27.6000 74.8000 
59838 2018 10 28 26.8000 66.3000 
59838 2018 10 29 25.7000 58.8000 
59838 2018 10 30 25.2000 53.0000 
59838 2018 10 31 24.0000 56.5000 
59838 2018 11 1 23.8000 54.0000 
59838 2018 11 2 24.5000 58.8000 
59838 2018 11 3 24.9000 71.8000 
59838 2018 11 4 25.2000 77.8000 
59838 2018 11 5 26.1000 80.3000 
59838 2018 11 6 27.5000 80.5000 
59838 2018 11 7 26.9000 82.5000 
59838 2018 11 8 25.6000 80.8000 
59838 2018 11 9 26.3000 80.8000 
59838 2018 11 10 26.4000 80.3000 
59838 2018 11 11 26.6000 82.5000 
59838 2018 11 12 26.2000 84.0000 
59838 2018 11 13 25.7000 85.3000 
59838 2018 11 14 25.9000 87.5000 
59838 2018 11 15 26.6000 85.0000 
59838 2018 11 16 27.0000 81.5000 
59838 2018 11 17 27.0000 81.0000 
59838 2018 11 18 26.7000 81.5000 
59838 2018 11 19 26.3000 86.3000 
59838 2018 11 20 26.4000 85.3000 
59838 2018 11 21 26.6000 85.0000 
59838 2018 11 22 22.6000 78.0000 
59838 2018 11 23 22.5000 75.3000 
59838 2018 11 24 23.8000 76.8000 
