V01301 V04001 V04002 V04003 V12001_701 V13003_701
53723 2018 11 16 -4.7000 69.3000 
53723 2018 11 17 -2.3000 70.0000 
53723 2018 11 18 -1.5000 46.0000 
53723 2018 11 19 0.4000 48.0000 
53723 2018 11 20 -2.8000 47.5000 
53723 2018 11 21 -3.7000 51.3000 
53723 2018 11 22 -3.2000 50.3000 
53723 2018 11 23 1.3000 38.5000 
53723 2018 11 24 0.7000 37.3000 
53723 2018 11 25 2.7000 39.5000 
53723 2018 11 26 3.2000 30.0000 
53723 2018 11 27 1.8000 32.0000 
53723 2018 11 28 2.6000 39.3000 
53723 2018 11 29 0.4000 43.0000 
53723 2018 11 30 2.6000 39.0000 
53723 2018 12 1 3.3000 52.3000 
53723 2018 12 2 -0.1000 45.3000 
53723 2018 12 3 -4.9000 37.0000 
53723 2018 12 4 -6.2000 47.5000 
53723 2018 12 5 -5.0000 58.5000 
53723 2018 12 6 -11.5000 48.5000 
53723 2018 12 7 -15.2000 42.5000 
53723 2018 12 8 -14.6000 44.5000 
53723 2018 12 9 -7.7000 60.5000 
53723 2018 12 10 -10.5000 51.8000 
53723 2018 12 11 -15.4000 41.8000 
53723 2018 12 12 -11.5000 47.0000 
53723 2018 12 13 -9.2000 46.5000 
53723 2018 12 14 -7.8000 51.5000 
53723 2018 12 15 -3.6000 41.0000 
53723 2018 12 16 -1.5000 35.5000 
53723 2018 12 17 -3.9000 41.5000 
53723 2018 12 18 0.2000 22.5000 
53723 2018 12 19 -2.9000 33.3000 
53723 2018 12 20 -3.6000 42.0000 
53723 2018 12 21 -5.2000 50.8000 
53723 2018 12 22 -5.7000 46.0000 
53723 2018 12 23 -10.5000 37.0000 
53723 2018 12 24 -7.4000 55.5000 
53723 2018 12 25 -6.6000 44.8000 
53723 2018 12 26 -8.1000 45.3000 
53723 2018 12 27 -15.3000 29.3000 
53723 2018 12 28 -17.5000 22.8000 
53723 2018 12 29 -14.9000 25.5000 
53723 2018 12 30 -12.1000 36.3000 
53723 2018 12 31 -9.2000 42.8000 
53723 2019 1 1 -10.8000 43.3000 
53723 2019 1 2 -7.9000 52.8000 
53723 2019 1 3 -8.1000 51.8000 
53723 2019 1 4 -9.9000 45.0000 
53723 2019 1 5 -6.4000 40.5000 
53723 2019 1 6 -4.9000 45.5000 
53723 2019 1 7 -6.8000 35.8000 
53723 2019 1 8 -10.2000 49.3000 
53723 2019 1 9 -8.9000 51.5000 
53723 2019 1 10 -7.2000 51.8000 
53723 2019 1 11 -9.1000 57.8000 
53723 2019 1 12 -5.2000 47.5000 
53723 2019 1 13 -7.3000 48.0000 
53723 2019 1 14 -4.8000 44.8000 
53723 2019 1 15 -13.1000 36.8000 
53723 2019 1 16 -11.2000 40.5000 
53723 2019 1 17 -8.9000 53.5000 
53723 2019 1 18 -4.5000 40.8000 
53723 2019 1 19 -5.7000 50.3000 
53723 2019 1 20 -10.0000 45.0000 
53723 2019 1 21 -6.8000 44.8000 
53723 2019 1 22 -6.8000 41.8000 
53723 2019 1 23 -5.3000 33.8000 
53723 2019 1 24 -4.6000 35.0000 
53723 2019 1 25 -5.2000 31.0000 
53723 2019 1 26 -4.5000 31.8000 
53723 2019 1 27 -3.3000 34.0000 
53723 2019 1 28 -5.9000 38.8000 
53723 2019 1 29 -0.8000 31.8000 
53723 2019 1 30 -6.6000 41.3000 
53723 2019 1 31 -10.0000 67.8000 
53723 2019 2 1 -6.6000 57.0000 
