V01301 V04001 V04002 V04003 V12001_701 V13003_701
53772 2018 8 22 18.6000 90.0000 
53772 2018 8 23 21.2000 80.5000 
53772 2018 8 24 22.2000 67.3000 
53772 2018 8 25 22.7000 76.0000 
53772 2018 8 26 25.0000 70.8000 
53772 2018 8 27 25.6000 71.5000 
53772 2018 8 28 25.2000 70.5000 
53772 2018 8 29 25.6000 69.0000 
53772 2018 8 30 21.2000 79.5000 
53772 2018 8 31 18.4000 90.5000 
53772 2018 9 1 19.7000 85.5000 
53772 2018 9 2 22.6000 82.5000 
53772 2018 9 3 21.6000 53.8000 
53772 2018 9 4 19.4000 63.0000 
53772 2018 9 5 20.8000 67.3000 
53772 2018 9 6 20.1000 46.0000 
53772 2018 9 7 17.3000 50.5000 
53772 2018 9 8 15.6000 64.0000 
53772 2018 9 9 17.2000 62.8000 
53772 2018 9 10 18.8000 67.5000 
53772 2018 9 11 18.8000 72.5000 
53772 2018 9 12 18.0000 84.0000 
53772 2018 9 13 17.7000 84.8000 
53772 2018 9 14 18.7000 83.0000 
53772 2018 9 15 17.3000 70.8000 
53772 2018 9 16 16.2000 68.3000 
53772 2018 9 17 13.0000 90.3000 
53772 2018 9 18 16.0000 92.5000 
53772 2018 9 19 16.4000 95.3000 
53772 2018 9 20 17.7000 82.5000 
53772 2018 9 21 16.5000 57.5000 
53772 2018 9 22 13.5000 51.0000 
53772 2018 9 23 12.2000 64.8000 
53772 2018 9 24 14.3000 56.8000 
53772 2018 9 25 11.5000 94.8000 
53772 2018 9 26 14.3000 76.5000 
53772 2018 9 27 12.8000 89.8000 
53772 2018 9 28 13.0000 71.3000 
53772 2018 9 29 14.1000 63.3000 
53772 2018 9 30 13.7000 34.5000 
53772 2018 10 1 12.4000 56.0000 
53772 2018 10 2 11.7000 66.0000 
53772 2018 10 3 12.1000 64.3000 
53772 2018 10 4 13.1000 61.0000 
53772 2018 10 5 13.9000 62.5000 
53772 2018 10 6 15.6000 46.8000 
53772 2018 10 7 11.0000 46.8000 
53772 2018 10 8 11.0000 45.3000 
53772 2018 10 9 10.1000 35.0000 
53772 2018 10 10 8.3000 45.8000 
53772 2018 10 11 8.0000 51.0000 
53772 2018 10 12 6.5000 79.5000 
53772 2018 10 13 9.5000 82.0000 
53772 2018 10 14 10.6000 74.5000 
53772 2018 10 15 10.5000 76.3000 
53772 2018 10 16 10.7000 65.0000 
53772 2018 10 17 10.2000 67.5000 
53772 2018 10 18 10.2000 71.0000 
53772 2018 10 19 10.7000 54.0000 
53772 2018 10 20 8.4000 54.0000 
53772 2018 10 21 9.5000 68.5000 
53772 2018 10 22 9.1000 61.8000 
53772 2018 10 23 8.5000 42.0000 
53772 2018 10 24 9.0000 53.0000 
53772 2018 10 25 9.9000 47.5000 
53772 2018 10 26 8.2000 23.0000 
53772 2018 10 27 9.3000 30.5000 
53772 2018 10 28 11.5000 29.0000 
53772 2018 10 29 10.1000 38.0000 
53772 2018 10 30 8.9000 41.8000 
53772 2018 10 31 8.0000 43.0000 
53772 2018 11 1 8.3000 49.8000 
53772 2018 11 2 9.8000 54.5000 
53772 2018 11 3 9.2000 59.5000 
53772 2018 11 4 7.4000 74.0000 
53772 2018 11 5 6.1000 65.0000 
53772 2018 11 6 3.4000 70.3000 
53772 2018 11 7 3.3000 74.5000 
53772 2018 11 8 5.5000 68.3000 
53772 2018 11 9 4.6000 64.3000 
53772 2018 11 10 5.2000 57.3000 
53772 2018 11 11 5.1000 68.3000 
53772 2018 11 12 3.2000 67.0000 
53772 2018 11 13 4.6000 59.5000 
53772 2018 11 14 5.2000 68.3000 
53772 2018 11 15 6.2000 68.8000 
53772 2018 11 16 3.9000 45.5000 
53772 2018 11 17 2.5000 76.3000 
53772 2018 11 18 2.1000 58.0000 
53772 2018 11 19 1.1000 58.0000 
53772 2018 11 20 2.6000 52.8000 
53772 2018 11 21 3.0000 26.3000 
53772 2018 11 22 -1.2000 49.5000 
53772 2018 11 23 0.6000 54.0000 
53772 2018 11 24 -0.2000 55.8000 
53772 2018 11 25 1.7000 48.5000 
53772 2018 11 26 2.6000 48.3000 
53772 2018 11 27 2.5000 38.3000 
53772 2018 11 28 1.8000 47.0000 
53772 2018 11 29 2.0000 49.3000 
53772 2018 11 30 1.5000 52.8000 
53772 2018 12 1 2.7000 53.8000 
53772 2018 12 2 4.7000 61.8000 
53772 2018 12 3 3.0000 33.0000 
53772 2018 12 4 -1.5000 28.5000 
53772 2018 12 5 -2.2000 62.3000 
53772 2018 12 6 -3.8000 31.0000 
53772 2018 12 7 -8.1000 23.0000 
53772 2018 12 8 -11.6000 31.8000 
53772 2018 12 9 -7.0000 35.5000 
53772 2018 12 10 -7.2000 58.0000 
53772 2018 12 11 -6.1000 29.3000 
53772 2018 12 12 -9.3000 45.3000 
53772 2018 12 13 -7.0000 42.8000 
53772 2018 12 14 -3.7000 39.0000 
53772 2018 12 15 -2.1000 43.0000 
53772 2018 12 16 -0.8000 39.3000 
53772 2018 12 17 -1.1000 37.8000 
53772 2018 12 18 -2.0000 43.5000 
53772 2018 12 19 -2.7000 44.3000 
53772 2018 12 20 -0.5000 39.3000 
53772 2018 12 21 -0.7000 40.8000 
53772 2018 12 22 0.1000 39.5000 
53772 2018 12 23 -4.3000 28.8000 
53772 2018 12 24 -7.5000 41.0000 
53772 2018 12 25 -3.9000 45.3000 
53772 2018 12 26 -5.3000 34.8000 
53772 2018 12 27 -7.6000 41.0000 
53772 2018 12 28 -12.2000 22.5000 
53772 2018 12 29 -13.3000 36.5000 
53772 2018 12 30 -10.4000 29.8000 
53772 2018 12 31 -7.9000 37.5000 
53772 2019 1 1 -8.8000 47.5000 
53772 2019 1 2 -8.4000 48.5000 
53772 2019 1 3 -7.3000 55.8000 
53772 2019 1 4 -5.8000 58.0000 
53772 2019 1 5 -6.1000 55.8000 
53772 2019 1 6 -6.5000 65.8000 
53772 2019 1 7 -4.4000 55.0000 
53772 2019 1 8 -5.5000 42.8000 
53772 2019 1 9 -5.3000 40.0000 
53772 2019 1 10 -7.1000 61.5000 
53772 2019 1 11 -6.4000 66.3000 
53772 2019 1 12 -6.5000 61.8000 
53772 2019 1 13 -4.9000 49.5000 
53772 2019 1 14 -2.0000 36.8000 
53772 2019 1 15 -6.8000 22.8000 
53772 2019 1 16 -8.0000 29.0000 
53772 2019 1 17 -8.5000 29.3000 
53772 2019 1 18 -4.9000 25.3000 
53772 2019 1 19 -0.7000 23.3000 
53772 2019 1 20 -2.8000 32.3000 
53772 2019 1 21 -6.2000 36.5000 
53772 2019 1 22 -4.5000 37.0000 
53772 2019 1 23 -4.1000 35.8000 
53772 2019 1 24 -2.1000 30.3000 
53772 2019 1 25 0.9000 29.5000 
53772 2019 1 26 -3.7000 45.8000 
53772 2019 1 27 -1.6000 51.5000 
53772 2019 1 28 -3.3000 37.5000 
53772 2019 1 29 -2.0000 31.8000 
53772 2019 1 30 0.2000 29.8000 
53772 2019 1 31 -3.8000 52.5000 
53772 2019 2 1 -6.4000 53.5000 
53959 2018 2 1 -3.9000 52.5000 
53959 2018 2 2 -3.9000 29.3000 
53959 2018 2 3 -5.9000 34.0000 
53959 2018 2 4 -4.8000 35.3000 
53959 2018 2 5 -3.6000 39.5000 
53959 2018 2 6 -2.5000 39.0000 
53959 2018 2 7 -2.9000 42.8000 
53959 2018 2 8 0.8000 33.5000 
53959 2018 2 9 2.2000 36.8000 
53959 2018 2 10 1.6000 21.0000 
53959 2018 2 11 -2.1000 20.8000 
53959 2018 2 12 -3.1000 33.5000 
53959 2018 2 13 0.7000 34.3000 
53959 2018 2 14 6.5000 29.3000 
53959 2018 2 15 6.1000 20.8000 
53959 2018 2 16 3.5000 40.8000 
53959 2018 2 17 6.0000 47.0000 
53959 2018 2 18 3.8000 68.8000 
53959 2018 2 19 6.4000 58.8000 
53959 2018 2 20 4.5000 70.3000 
53959 2018 2 21 3.0000 65.5000 
53959 2018 2 22 4.9000 52.5000 
53959 2018 2 23 7.7000 48.0000 
53959 2018 2 24 7.7000 42.5000 
53959 2018 2 25 8.0000 37.8000 
53959 2018 2 26 10.1000 40.3000 
53959 2018 2 27 11.8000 44.3000 
53959 2018 2 28 10.7000 58.3000 
53959 2018 3 1 9.9000 41.0000 
53959 2018 3 2 10.4000 47.8000 
53959 2018 3 3 11.8000 58.0000 
53959 2018 3 4 10.1000 78.5000 
53959 2018 3 5 8.9000 72.3000 
53959 2018 3 6 6.1000 58.0000 
53959 2018 3 7 5.0000 71.8000 
53959 2018 3 8 5.9000 64.3000 
53959 2018 3 9 7.3000 60.0000 
53959 2018 3 10 11.9000 54.3000 
53959 2018 3 11 14.2000 51.0000 
53959 2018 3 12 14.9000 56.0000 
53959 2018 3 13 15.7000 56.3000 
53959 2018 3 14 17.8000 43.5000 
53959 2018 3 15 16.1000 53.5000 
53959 2018 3 16 8.3000 24.0000 
53959 2018 3 17 6.2000 50.0000 
53959 2018 3 18 6.3000 76.5000 
53959 2018 3 19 9.2000 70.0000 
53959 2018 3 20 10.9000 41.8000 
53959 2018 3 21 10.1000 41.8000 
53959 2018 3 22 12.0000 47.8000 
53959 2018 3 23 14.5000 41.0000 
53959 2018 3 24 15.7000 42.5000 
53959 2018 3 25 17.6000 39.3000 
53959 2018 3 26 16.8000 50.8000 
53959 2018 3 27 18.0000 47.3000 
53959 2018 3 28 20.0000 30.3000 
53959 2018 3 29 21.6000 43.8000 
53959 2018 3 30 17.9000 41.5000 
53959 2018 3 31 18.7000 47.3000 
53959 2018 4 1 20.9000 39.8000 
53959 2018 4 2 20.7000 35.8000 
53959 2018 4 3 21.2000 43.3000 
53959 2018 4 4 9.5000 51.3000 
53959 2018 4 5 8.9000 77.8000 
53959 2018 4 6 10.7000 19.3000 
53959 2018 4 7 9.2000 25.5000 
53959 2018 4 8 13.0000 37.3000 
53959 2018 4 9 20.1000 31.0000 
53959 2018 4 10 19.3000 38.5000 
53959 2018 4 11 18.6000 29.8000 
53959 2018 4 12 13.7000 78.8000 
53959 2018 4 13 10.6000 86.8000 
53959 2018 4 14 12.4000 52.3000 
53959 2018 4 15 12.1000 52.8000 
53959 2018 4 16 15.8000 45.3000 
53959 2018 4 17 19.9000 43.3000 
53959 2018 4 18 22.6000 47.5000 
53959 2018 4 19 25.8000 41.3000 
53959 2018 4 20 23.9000 45.3000 
53959 2018 4 21 19.9000 78.8000 
53959 2018 4 22 16.7000 79.8000 
53959 2018 4 23 17.5000 67.5000 
53959 2018 4 24 15.0000 82.3000 
53959 2018 4 25 15.3000 75.8000 
53959 2018 4 26 16.5000 75.8000 
53959 2018 4 27 20.6000 56.8000 
53959 2018 4 28 24.0000 38.0000 
53959 2018 4 29 22.5000 48.0000 
53959 2018 4 30 23.2000 53.3000 
53959 2018 5 1 22.8000 49.0000 
53959 2018 5 2 19.4000 37.3000 
53959 2018 5 3 20.4000 32.8000 
53959 2018 5 4 23.9000 37.8000 
53959 2018 5 5 21.7000 64.0000 
53959 2018 5 6 15.4000 88.3000 
53959 2018 5 7 16.8000 72.8000 
53959 2018 5 8 19.5000 53.0000 
53959 2018 5 9 20.6000 50.5000 
53959 2018 5 10 19.7000 53.5000 
53959 2018 5 11 18.6000 77.3000 
53959 2018 5 12 20.9000 63.0000 
53959 2018 5 13 25.5000 45.3000 
53959 2018 5 14 27.9000 42.5000 
53959 2018 5 15 27.6000 51.5000 
53959 2018 5 16 28.1000 54.5000 
53959 2018 5 17 25.7000 51.5000 
53959 2018 5 18 24.2000 59.5000 
53959 2018 5 19 19.9000 71.8000 
53959 2018 5 20 17.9000 69.8000 
53959 2018 5 21 17.7000 73.5000 
53959 2018 5 22 18.1000 54.5000 
53959 2018 5 23 19.9000 43.3000 
53959 2018 5 24 22.6000 44.8000 
53959 2018 5 25 23.0000 61.0000 
53959 2018 5 26 19.5000 65.8000 
53959 2018 5 27 21.4000 44.3000 
53959 2018 5 28 22.0000 43.8000 
53959 2018 5 29 22.7000 48.8000 
53959 2018 5 30 24.4000 39.0000 
53959 2018 5 31 24.5000 36.3000 
53959 2018 6 1 24.3000 35.8000 
53959 2018 6 2 23.9000 41.5000 
53959 2018 6 3 24.0000 39.5000 
53959 2018 6 4 25.6000 30.5000 
53959 2018 6 5 25.4000 26.3000 
53959 2018 6 6 28.1000 26.8000 
53959 2018 6 7 28.4000 28.8000 
53959 2018 6 8 20.2000 66.8000 
53959 2018 6 9 20.5000 67.5000 
53959 2018 6 10 21.8000 66.8000 
53959 2018 6 11 26.9000 41.5000 
53959 2018 6 12 28.0000 43.3000 
53959 2018 6 13 28.9000 36.5000 
53959 2018 6 14 28.3000 36.8000 
53959 2018 6 15 30.1000 33.5000 
53959 2018 6 16 28.1000 37.8000 
53959 2018 6 17 27.8000 40.8000 
53959 2018 6 18 22.6000 79.8000 
53959 2018 6 19 23.9000 74.5000 
53959 2018 6 20 26.9000 58.5000 
53959 2018 6 21 28.7000 39.3000 
53959 2018 6 22 27.6000 34.0000 
53959 2018 6 23 29.3000 36.0000 
53959 2018 6 24 29.8000 44.0000 
53959 2018 6 25 26.3000 70.8000 
53959 2018 6 26 24.1000 83.8000 
53959 2018 6 27 27.3000 73.3000 
53959 2018 6 28 29.1000 57.8000 
53959 2018 6 29 28.9000 54.3000 
53959 2018 6 30 27.6000 54.5000 
53959 2018 7 1 27.5000 52.3000 
53959 2018 7 2 24.9000 68.0000 
53959 2018 7 3 21.8000 83.5000 
53959 2018 7 4 22.1000 87.8000 
53959 2018 7 5 25.3000 77.0000 
53959 2018 7 6 27.8000 63.3000 
53959 2018 7 7 27.9000 62.8000 
53959 2018 7 8 26.1000 68.8000 
53959 2018 7 9 21.5000 90.3000 
53959 2018 7 10 22.9000 79.8000 
53959 2018 7 11 25.0000 74.8000 
53959 2018 7 12 26.9000 74.0000 
53959 2018 7 13 28.3000 68.0000 
53959 2018 7 14 29.2000 64.8000 
53959 2018 7 15 31.3000 56.8000 
53959 2018 7 16 30.0000 63.0000 
53959 2018 7 17 29.2000 65.8000 
53959 2018 7 18 32.4000 55.5000 
53959 2018 7 19 32.4000 49.8000 
53959 2018 7 20 32.4000 48.5000 
53959 2018 7 21 32.3000 54.5000 
53959 2018 7 22 31.9000 51.3000 
53959 2018 7 23 30.8000 49.3000 
53959 2018 7 24 31.1000 51.5000 
53959 2018 7 25 31.5000 50.0000 
53959 2018 7 26 31.1000 53.8000 
53959 2018 7 27 30.0000 54.5000 
53959 2018 7 28 30.3000 54.5000 
53959 2018 7 29 30.8000 51.8000 
53959 2018 7 30 27.1000 74.0000 
53959 2018 7 31 28.5000 64.0000 
53959 2018 8 1 30.4000 56.3000 
53959 2018 8 2 30.7000 52.8000 
53959 2018 8 3 30.9000 51.5000 
53959 2018 8 4 30.7000 56.0000 
53959 2018 8 5 30.5000 58.3000 
53959 2018 8 6 29.1000 67.8000 
53959 2018 8 7 31.6000 57.3000 
53959 2018 8 8 31.3000 58.8000 
53959 2018 8 9 32.7000 49.8000 
53959 2018 8 10 31.1000 52.5000 
53959 2018 8 11 32.2000 43.5000 
53959 2018 8 12 30.7000 53.8000 
53959 2018 8 13 29.5000 59.8000 
53959 2018 8 14 29.5000 57.8000 
53959 2018 8 15 30.9000 54.3000 
53959 2018 8 16 29.7000 47.3000 
53959 2018 8 17 28.5000 52.0000 
53959 2018 8 18 29.3000 45.0000 
53959 2018 8 19 30.0000 45.0000 
53959 2018 8 20 30.4000 46.3000 
53959 2018 8 21 30.3000 47.8000 
53959 2018 8 22 23.8000 73.3000 
53959 2018 8 23 24.5000 68.8000 
53959 2018 8 24 26.6000 58.8000 
53959 2018 8 25 28.3000 52.0000 
53959 2018 8 26 29.4000 43.3000 
53959 2018 8 27 28.2000 48.0000 
53959 2018 8 28 30.4000 42.0000 
53959 2018 8 29 29.7000 42.3000 
53959 2018 8 30 29.7000 48.3000 
53959 2018 8 31 27.8000 53.0000 
53959 2018 9 1 26.0000 58.3000 
53959 2018 9 2 24.8000 69.8000 
53959 2018 9 3 27.5000 44.0000 
53959 2018 9 4 25.7000 34.5000 
53959 2018 9 5 20.4000 78.3000 
53959 2018 9 6 23.8000 46.5000 
53959 2018 9 7 21.6000 34.8000 
53959 2018 9 8 19.2000 48.8000 
53959 2018 9 9 22.5000 38.5000 
53959 2018 9 10 24.5000 31.0000 
53959 2018 9 11 24.3000 40.3000 
53959 2018 9 12 23.3000 48.3000 
53959 2018 9 13 21.0000 62.3000 
53959 2018 9 14 20.6000 73.5000 
53959 2018 9 15 19.0000 83.5000 
53959 2018 9 16 15.8000 83.8000 
53959 2018 9 17 18.3000 81.5000 
53959 2018 9 18 18.7000 90.3000 
53959 2018 9 19 18.8000 91.5000 
53959 2018 9 20 19.5000 86.8000 
53959 2018 9 21 19.7000 64.3000 
53959 2018 9 22 17.7000 59.3000 
53959 2018 9 23 19.3000 53.5000 
53959 2018 9 24 20.5000 35.5000 
53959 2018 9 25 15.5000 72.8000 
53959 2018 9 26 16.9000 63.8000 
53959 2018 9 27 17.7000 69.0000 
53959 2018 9 28 16.8000 74.3000 
53959 2018 9 29 17.0000 71.8000 
53959 2018 9 30 16.8000 44.0000 
53959 2018 10 1 15.0000 50.0000 
53959 2018 10 2 14.1000 59.3000 
53959 2018 10 3 14.7000 60.5000 
53959 2018 10 4 17.4000 46.8000 
53959 2018 10 5 18.9000 44.5000 
53959 2018 10 6 18.0000 51.8000 
53959 2018 10 7 16.4000 51.0000 
53959 2018 10 8 15.5000 55.8000 
53959 2018 10 9 13.7000 42.8000 
53959 2018 10 10 12.0000 44.8000 
53959 2018 10 11 13.6000 41.0000 
53959 2018 10 12 16.0000 40.3000 
53959 2018 10 13 16.1000 38.0000 
53959 2018 10 14 15.6000 50.5000 
53959 2018 10 15 13.1000 64.3000 
53959 2018 10 16 13.0000 68.5000 
53959 2018 10 17 14.6000 64.5000 
53959 2018 10 18 15.5000 42.5000 
53959 2018 10 19 14.2000 34.0000 
53959 2018 10 20 13.1000 47.3000 
53959 2018 10 21 11.1000 73.0000 
53959 2018 10 22 12.4000 75.5000 
53959 2018 10 23 11.8000 63.5000 
53959 2018 10 24 14.0000 56.3000 
53959 2018 10 25 15.4000 56.5000 
53959 2018 10 26 11.2000 25.5000 
53959 2018 10 27 8.5000 48.0000 
53959 2018 10 28 9.7000 48.5000 
53959 2018 10 29 11.7000 42.8000 
53959 2018 10 30 10.9000 47.5000 
53959 2018 10 31 12.6000 39.0000 
53959 2018 11 1 15.8000 42.3000 
53959 2018 11 2 17.8000 28.5000 
53959 2018 11 3 15.7000 35.0000 
53959 2018 11 4 11.5000 48.8000 
53959 2018 11 5 5.6000 77.3000 
53959 2018 11 6 6.2000 85.8000 
53959 2018 11 7 6.6000 86.3000 
53959 2018 11 8 7.4000 75.0000 
53959 2018 11 9 6.9000 76.8000 
53959 2018 11 10 11.1000 68.0000 
53959 2018 11 11 9.0000 69.3000 
53959 2018 11 12 7.2000 77.8000 
53959 2018 11 13 9.6000 66.3000 
53959 2018 11 14 9.6000 71.8000 
53959 2018 11 15 9.1000 70.3000 
53959 2018 11 16 5.3000 79.5000 
53959 2018 11 17 3.7000 75.5000 
53959 2018 11 18 5.0000 69.3000 
53959 2018 11 19 4.0000 73.5000 
53959 2018 11 20 2.9000 83.0000 
